DATE,TIME,VCUR_ROT_int,UCUR_ROT_int,VCURrot_11m,UCURrot_11m,VCURrot_95m,UCURrot_95m,VCUR_int,UCUR_int,VCUR_11m,UCUR_11m,VCUR_95m,UCUR_95m
2018-06-13-23,737224.9583,-0.306, 0.008,-0.437, 0.036,-0.086,-0.034,-0.292,-0.092,-0.425,-0.108,-0.070,-0.060
2018-06-14-00,     737225,-0.333,-0.029,-0.460,-0.061,-0.098,-0.002,-0.306,-0.136,-0.415,-0.207,-0.092,-0.033
2018-06-14-01,737225.0417,-0.326, 0.017,-0.413, 0.022,-0.095, 0.017,-0.314,-0.090,-0.398,-0.114,-0.095,-0.015
2018-06-14-02,737225.0833,-0.332, 0.030,-0.439, 0.028,-0.082, 0.011,-0.324,-0.080,-0.424,-0.116,-0.081,-0.016
2018-06-14-03, 737225.125,-0.345, 0.051,-0.579, 0.108,-0.072,-0.003,-0.343,-0.064,-0.583,-0.087,-0.067,-0.026
2018-06-14-04,737225.1667,-0.366, 0.013,-0.534, 0.035,-0.111, 0.013,-0.351,-0.107,-0.516,-0.141,-0.109,-0.024
2018-06-14-05,737225.2083,-0.372, 0.003,-0.562, 0.015,-0.120, 0.018,-0.353,-0.118,-0.537,-0.168,-0.120,-0.022
2018-06-14-06,  737225.25,-0.389,-0.001,-0.537, 0.016,-0.111, 0.034,-0.367,-0.127,-0.513,-0.160,-0.116,-0.004
2018-06-14-07,737225.2917,-0.401,-0.006,-0.534, 0.007,-0.113, 0.018,-0.377,-0.136,-0.507,-0.168,-0.113,-0.020
2018-06-14-08,737225.3333,-0.409,-0.010,-0.541,-0.032,-0.103, 0.014,-0.383,-0.142,-0.501,-0.207,-0.102,-0.021
2018-06-14-09, 737225.375,-0.420,-0.015,-0.547,-0.077,-0.097, 0.031,-0.393,-0.151,-0.492,-0.250,-0.101,-0.002
2018-06-14-10,737225.4167,-0.430,-0.038,-0.536,-0.137,-0.094, 0.033,-0.394,-0.176,-0.462,-0.304,-0.100, 0.000
2018-06-14-11,737225.4583,-0.449,-0.061,-0.571,-0.217,-0.094, 0.039,-0.405,-0.203,-0.469,-0.391,-0.102, 0.006
2018-06-14-12,   737225.5,-0.471,-0.071,-0.649,-0.208,-0.114, 0.027,-0.422,-0.221,-0.546,-0.408,-0.117,-0.012
2018-06-14-13,737225.5417,-0.452,-0.013,-0.617,-0.072,-0.108, 0.005,-0.423,-0.160,-0.560,-0.269,-0.104,-0.031
2018-06-14-14,737225.5833,-0.449, 0.058,-0.555, 0.049,-0.091, 0.013,-0.444,-0.092,-0.541,-0.135,-0.090,-0.018
2018-06-14-15, 737225.625,-0.468, 0.088,-0.737, 0.032,-0.109, 0.029,-0.471,-0.070,-0.708,-0.210,-0.112,-0.009
2018-06-14-16,737225.6667,-0.454, 0.072,-0.754, 0.019,-0.100, 0.030,-0.452,-0.080,-0.719,-0.227,-0.105,-0.004
2018-06-14-17,737225.7083,-0.420, 0.051,-0.729, 0.065,-0.113, 0.006,-0.414,-0.089,-0.711,-0.176,-0.109,-0.031
2018-06-14-18,  737225.75,-0.396, 0.028,-0.681, 0.086,-0.120,-0.020,-0.383,-0.103,-0.672,-0.141,-0.107,-0.058
2018-06-14-19,737225.7917,-0.393, 0.016,-0.632, 0.030,-0.122,-0.005,-0.377,-0.113,-0.607,-0.177,-0.114,-0.044
2018-06-14-20,737225.8333,-0.396, 0.005,-0.595, 0.008,-0.130, 0.032,-0.376,-0.125,-0.565,-0.186,-0.133,-0.012
2018-06-14-21, 737225.875,-0.394, 0.009,-0.568, 0.013,-0.118, 0.046,-0.375,-0.119,-0.541,-0.173,-0.127, 0.005
2018-06-14-22,737225.9167,-0.386, 0.002,-0.521,-0.008,-0.101, 0.053,-0.365,-0.124,-0.490,-0.177,-0.113, 0.017
2018-06-14-23,737225.9583,-0.387, 0.000,-0.472,-0.019,-0.099, 0.072,-0.366,-0.126,-0.440,-0.172,-0.117, 0.036
2018-06-15-00,     737226,-0.313,-0.006,-0.403, 0.024,-0.073,-0.008,-0.294,-0.108,-0.389,-0.109,-0.067,-0.031
2018-06-15-01,737226.0417,-0.293,-0.011,-0.376,-0.025,-0.038, 0.030,-0.274,-0.106,-0.347,-0.146,-0.046, 0.016
2018-06-15-02,737226.0833,-0.267,-0.024,-0.341,-0.052,-0.008, 0.018,-0.244,-0.110,-0.305,-0.160,-0.013, 0.015
2018-06-15-03, 737226.125,-0.257,-0.046,-0.288,-0.075,-0.020, 0.047,-0.228,-0.127,-0.248,-0.164,-0.034, 0.038
2018-06-15-04,737226.1667,-0.221,-0.062,-0.253,-0.030,-0.009,-0.022,-0.189,-0.131,-0.229,-0.111,-0.001,-0.024
2018-06-15-05,737226.2083,-0.200,-0.068,-0.241,-0.037,-0.017,-0.034,-0.167,-0.130,-0.216,-0.113,-0.005,-0.037
2018-06-15-06,  737226.25,-0.211,-0.073,-0.234,-0.051,-0.031,-0.011,-0.175,-0.137,-0.205,-0.125,-0.026,-0.020
2018-06-15-07,737226.2917,-0.215,-0.068,-0.231,-0.033,-0.047,-0.016,-0.182,-0.134,-0.208,-0.106,-0.040,-0.030
2018-06-15-08,737226.3333,-0.231,-0.048,-0.239, 0.007,-0.079, 0.001,-0.202,-0.121,-0.229,-0.071,-0.075,-0.025
2018-06-15-09, 737226.375,-0.265,-0.013,-0.270, 0.056,-0.093, 0.021,-0.246,-0.099,-0.273,-0.035,-0.094,-0.010
2018-06-15-10,737226.4167,-0.306, 0.027,-0.317, 0.105,-0.105, 0.002,-0.298,-0.074,-0.334,-0.004,-0.100,-0.033
2018-06-15-11,737226.4583,-0.355, 0.031,-0.377, 0.131,-0.135,-0.005,-0.346,-0.086,-0.399, 0.001,-0.126,-0.048
2018-06-15-12,   737226.5,-0.399, 0.026,-0.436, 0.112,-0.137,-0.006,-0.386,-0.105,-0.449,-0.036,-0.128,-0.051
2018-06-15-13,737226.5417,-0.427, 0.020,-0.417, 0.100,-0.176, 0.003,-0.410,-0.120,-0.427,-0.041,-0.167,-0.055
2018-06-15-14,737226.5833,-0.437, 0.021,-0.444, 0.071,-0.139, 0.016,-0.420,-0.123,-0.443,-0.077,-0.136,-0.030
2018-06-15-15, 737226.625,-0.446,-0.004,-0.436, 0.015,-0.114, 0.029,-0.421,-0.149,-0.417,-0.128,-0.117,-0.010
2018-06-15-16,737226.6667,-0.420,-0.018,-0.426, 0.027,-0.107,-0.016,-0.392,-0.154,-0.412,-0.114,-0.096,-0.050
2018-06-15-17,737226.7083,-0.387,-0.027,-0.406, 0.048,-0.106,-0.044,-0.357,-0.152,-0.400,-0.087,-0.086,-0.076
2018-06-15-18,  737226.75,-0.356,-0.034,-0.388, 0.035,-0.088,-0.029,-0.326,-0.148,-0.378,-0.094,-0.074,-0.056
2018-06-15-19,737226.7917,-0.328,-0.027,-0.351, 0.035,-0.099,-0.024,-0.302,-0.132,-0.343,-0.081,-0.086,-0.055
2018-06-15-20,737226.8333,-0.300,-0.020,-0.347,-0.003,-0.078,-0.022,-0.278,-0.116,-0.327,-0.116,-0.067,-0.046
2018-06-15-21, 737226.875,-0.283,-0.017,-0.296,-0.019,-0.083,-0.020,-0.262,-0.108,-0.274,-0.114,-0.072,-0.046
2018-06-15-22,737226.9167,-0.266, 0.006,-0.248,-0.024,-0.080, 0.011,-0.253,-0.081,-0.227,-0.103,-0.080,-0.015
2018-06-15-23,737226.9583,-0.247, 0.021,-0.206,-0.042,-0.087, 0.026,-0.240,-0.060,-0.181,-0.107,-0.090,-0.004
2018-06-16-00,     737227,-0.231, 0.015,-0.218,-0.056,-0.070, 0.050,-0.224,-0.061,-0.188,-0.123,-0.082, 0.025
2018-06-16-01,737227.0417,-0.202, 0.007,-0.224,-0.023,-0.045, 0.063,-0.194,-0.059,-0.204,-0.095,-0.063, 0.045
2018-06-16-02,737227.0833,-0.185, 0.010,-0.228,-0.031,-0.016, 0.063,-0.178,-0.051,-0.205,-0.104,-0.036, 0.055
2018-06-16-03, 737227.125,-0.157, 0.015,-0.218,-0.015, 0.001, 0.005,-0.153,-0.037,-0.201,-0.086,-0.000, 0.005
2018-06-16-04,737227.1667,-0.132, 0.017,-0.218,-0.023, 0.010, 0.006,-0.130,-0.026,-0.198,-0.093, 0.008, 0.009
2018-06-16-05,737227.2083,-0.144, 0.012,-0.244,-0.036, 0.019, 0.013,-0.140,-0.036,-0.219,-0.113, 0.013, 0.018
2018-06-16-06,  737227.25,-0.149,-0.011,-0.218,-0.050,-0.006, 0.036,-0.137,-0.059,-0.190,-0.118,-0.017, 0.032
2018-06-16-07,737227.2917,-0.171,-0.018,-0.245,-0.062,-0.001, 0.043,-0.156,-0.073,-0.212,-0.138,-0.015, 0.041
2018-06-16-08,737227.3333,-0.193,-0.031,-0.244,-0.069,-0.027, 0.031,-0.172,-0.093,-0.209,-0.145,-0.036, 0.020
2018-06-16-09, 737227.375,-0.197,-0.034,-0.248,-0.070,-0.031, 0.025,-0.175,-0.097,-0.212,-0.147,-0.038, 0.013
2018-06-16-10,737227.4167,-0.227,-0.032,-0.277,-0.073,-0.041, 0.043,-0.204,-0.104,-0.238,-0.159,-0.053, 0.027
2018-06-16-11,737227.4583,-0.228,-0.025,-0.285,-0.066,-0.047, 0.028,-0.207,-0.097,-0.248,-0.155,-0.053, 0.011
2018-06-16-12,   737227.5,-0.227,-0.017,-0.294,-0.063,-0.044, 0.035,-0.209,-0.090,-0.258,-0.155,-0.053, 0.018
2018-06-16-13,737227.5417,-0.230,-0.029,-0.296,-0.066,-0.050, 0.026,-0.208,-0.103,-0.258,-0.159,-0.056, 0.009
2018-06-16-14,737227.5833,-0.210,-0.026,-0.283,-0.040,-0.045, 0.025,-0.190,-0.093,-0.255,-0.130,-0.051, 0.008
2018-06-16-15, 737227.625,-0.177,-0.028,-0.220,-0.038,-0.052, 0.016,-0.158,-0.084,-0.196,-0.108,-0.054,-0.002
2018-06-16-16,737227.6667,-0.151,-0.029,-0.196,-0.006,-0.024, 0.015,-0.134,-0.077,-0.183,-0.070,-0.028, 0.007
2018-06-16-17,737227.7083,-0.113,-0.008,-0.140,-0.001, 0.026,-0.001,-0.104,-0.044,-0.132,-0.046, 0.025, 0.007
2018-06-16-18,  737227.75,-0.048, 0.033,-0.023, 0.105, 0.047,-0.025,-0.056, 0.015,-0.056, 0.092, 0.053,-0.009
2018-06-16-19,737227.7917,-0.040, 0.021,-0.066, 0.067, 0.047,-0.063,-0.045, 0.007,-0.084, 0.041, 0.065,-0.045
2018-06-16-20,737227.8333,-0.041, 0.012,-0.032, 0.047, 0.014,-0.018,-0.043,-0.002,-0.045, 0.034, 0.020,-0.012
2018-06-16-21, 737227.875,-0.023, 0.015,-0.008, 0.030, 0.024,-0.016,-0.027, 0.006,-0.018, 0.025, 0.028,-0.007
2018-06-16-22,737227.9167,-0.007, 0.019, 0.043, 0.069, 0.018,-0.020,-0.013, 0.016, 0.018, 0.079, 0.024,-0.013
2018-06-16-23,737227.9583, 0.020, 0.019, 0.017, 0.025, 0.024,-0.006, 0.013, 0.024, 0.008, 0.029, 0.025, 0.002
2018-06-17-00,     737228, 0.043, 0.013, 0.050, 0.016, 0.009, 0.001, 0.037, 0.026, 0.042, 0.032, 0.008, 0.004
2018-06-17-01,737228.0417, 0.068, 0.003, 0.066,-0.011, 0.015, 0.043, 0.063, 0.025, 0.066, 0.011,-0.000, 0.046
2018-06-17-02,737228.0833, 0.082,-0.025, 0.051,-0.053, 0.099, 0.076, 0.086, 0.003, 0.066,-0.034, 0.069, 0.104
2018-06-17-03, 737228.125, 0.101,-0.036, 0.061,-0.077, 0.146, 0.047, 0.107,-0.001, 0.083,-0.053, 0.123, 0.092
2018-06-17-04,737228.1667, 0.100,-0.039, 0.032,-0.062, 0.093,-0.025, 0.107,-0.005, 0.051,-0.048, 0.096, 0.006
2018-06-17-05,737228.2083, 0.066,-0.049, 0.021,-0.066, 0.032,-0.075, 0.078,-0.025, 0.041,-0.056, 0.055,-0.060
2018-06-17-06,  737228.25, 0.043,-0.042, 0.009,-0.067, 0.056,-0.054, 0.055,-0.025, 0.030,-0.061, 0.070,-0.033
2018-06-17-07,737228.2917, 0.044,-0.060,-0.014,-0.066, 0.048,-0.022, 0.061,-0.042, 0.008,-0.067, 0.053,-0.005
2018-06-17-08,737228.3333, 0.039,-0.072,-0.004,-0.067, 0.024, 0.000, 0.060,-0.056, 0.018,-0.065, 0.023, 0.008
2018-06-17-09, 737228.375, 0.012,-0.067,-0.036,-0.060, 0.022, 0.024, 0.033,-0.060,-0.015,-0.068, 0.013, 0.030
2018-06-17-10,737228.4167, 0.019,-0.060,-0.051,-0.051, 0.005, 0.029, 0.037,-0.051,-0.032,-0.065,-0.005, 0.029
2018-06-17-11,737228.4583, 0.013,-0.055,-0.033,-0.041, 0.044, 0.022, 0.031,-0.048,-0.018,-0.049, 0.034, 0.035
2018-06-17-12,   737228.5,-0.003,-0.043,-0.025,-0.004, 0.054, 0.004, 0.011,-0.042,-0.022,-0.012, 0.050, 0.021
2018-06-17-13,737228.5417, 0.004,-0.028,-0.010, 0.035, 0.046,-0.004, 0.013,-0.025,-0.021, 0.029, 0.045, 0.011
2018-06-17-14,737228.5833, 0.018,-0.021, 0.061, 0.006, 0.041,-0.002, 0.024,-0.014, 0.056, 0.025, 0.039, 0.011
2018-06-17-15, 737228.625, 0.037,-0.021, 0.084,-0.056, 0.032, 0.012, 0.041,-0.008, 0.098,-0.026, 0.026, 0.022
2018-06-17-16,737228.6667, 0.053,-0.022, 0.098,-0.021, 0.044, 0.009, 0.057,-0.003, 0.100, 0.012, 0.039, 0.023
2018-06-17-17,737228.7083, 0.078,-0.025, 0.116,-0.050, 0.059, 0.008, 0.082, 0.002, 0.126,-0.009, 0.053, 0.027
2018-06-17-18,  737228.75, 0.110,-0.033, 0.135,-0.001, 0.072,-0.005, 0.115, 0.004, 0.128, 0.043, 0.069, 0.019
2018-06-17-19,737228.7917, 0.135,-0.042, 0.147,-0.078, 0.066, 0.005, 0.142, 0.004, 0.164,-0.026, 0.061, 0.026
2018-06-17-20,737228.8333, 0.151,-0.032, 0.162,-0.086, 0.071, 0.024, 0.153, 0.019, 0.181,-0.029, 0.060, 0.046
2018-06-17-21, 737228.875, 0.170,-0.033, 0.178,-0.125, 0.062, 0.053, 0.172, 0.024, 0.209,-0.060, 0.041, 0.071
2018-06-17-22,737228.9167, 0.190,-0.029, 0.175,-0.097, 0.089, 0.055, 0.190, 0.034, 0.197,-0.035, 0.066, 0.081
2018-06-17-23,737228.9583, 0.191,-0.022, 0.157,-0.101, 0.062, 0.051, 0.188, 0.042, 0.182,-0.045, 0.042, 0.069
2018-06-18-00,     737229, 0.178,-0.016, 0.154,-0.078, 0.114, 0.075, 0.173, 0.043, 0.171,-0.023, 0.084, 0.108
2018-06-18-01,737229.0417, 0.181,-0.025, 0.157,-0.055, 0.118, 0.044, 0.179, 0.036, 0.166,-0.001, 0.097, 0.080
2018-06-18-02,737229.0833, 0.190,-0.029, 0.169,-0.044, 0.168, 0.040, 0.189, 0.034, 0.174, 0.013, 0.146, 0.093
2018-06-18-03, 737229.125, 0.174,-0.032, 0.152,-0.022, 0.165, 0.024, 0.174, 0.027, 0.151, 0.029, 0.148, 0.076
2018-06-18-04,737229.1667, 0.149,-0.038, 0.128,-0.040, 0.124, 0.024, 0.153, 0.012, 0.134, 0.004, 0.110, 0.063
2018-06-18-05,737229.2083, 0.145,-0.031, 0.143,-0.054, 0.027,-0.080, 0.147, 0.017, 0.152,-0.004, 0.051,-0.067
2018-06-18-06,  737229.25, 0.135,-0.035, 0.167, 0.028, 0.035,-0.020, 0.139, 0.011, 0.148, 0.080, 0.040,-0.008
2018-06-18-07,737229.2917, 0.131,-0.031, 0.189, 0.070, 0.025, 0.001, 0.134, 0.014, 0.156, 0.127, 0.023, 0.010
2018-06-18-08,737229.3333, 0.132,-0.031, 0.139,-0.007, 0.024, 0.037, 0.135, 0.014, 0.133, 0.039, 0.010, 0.043
2018-06-18-09, 737229.375, 0.122,-0.031, 0.113,-0.061, 0.018, 0.041, 0.126, 0.011, 0.126,-0.021, 0.004, 0.044
2018-06-18-10,737229.4167, 0.097,-0.026, 0.143,-0.078, 0.021, 0.042, 0.100, 0.007, 0.161,-0.027, 0.006, 0.046
2018-06-18-11,737229.4583, 0.086,-0.023, 0.120,-0.077, 0.066, 0.062, 0.089, 0.006, 0.138,-0.034, 0.042, 0.080
2018-06-18-12,   737229.5, 0.061,-0.015, 0.113,-0.078, 0.052, 0.070, 0.063, 0.006, 0.132,-0.037, 0.027, 0.083
2018-06-18-13,737229.5417, 0.055, 0.006, 0.077,-0.080, 0.061, 0.073, 0.050, 0.024, 0.099,-0.051, 0.034, 0.089
2018-06-18-14,737229.5833, 0.065, 0.021, 0.092,-0.062, 0.050, 0.092, 0.055, 0.041, 0.107,-0.029, 0.018, 0.103
2018-06-18-15, 737229.625, 0.077, 0.052, 0.040,-0.043, 0.051, 0.130, 0.056, 0.074, 0.052,-0.028, 0.006, 0.139
2018-06-18-16,737229.6667, 0.106, 0.051, 0.053,-0.108, 0.102, 0.158, 0.084, 0.083, 0.085,-0.085, 0.045, 0.182
2018-06-18-17,737229.7083, 0.116, 0.036, 0.062,-0.119, 0.125, 0.216, 0.098, 0.072, 0.097,-0.092, 0.048, 0.245
2018-06-18-18,  737229.75, 0.124, 0.032, 0.035,-0.111, 0.148, 0.228, 0.107, 0.070, 0.069,-0.094, 0.066, 0.264
2018-06-18-19,737229.7917, 0.169,-0.005, 0.116,-0.129, 0.147, 0.203, 0.162, 0.051, 0.152,-0.085, 0.073, 0.240
2018-06-18-20,737229.8333, 0.158,-0.006, 0.094,-0.102, 0.161, 0.174, 0.151, 0.046, 0.122,-0.066, 0.096, 0.217
2018-06-18-21, 737229.875, 0.166,-0.015, 0.078,-0.078, 0.192, 0.130, 0.162, 0.039, 0.099,-0.048, 0.139, 0.185
2018-06-18-22,737229.9167, 0.184,-0.010, 0.195,-0.023, 0.180, 0.149, 0.177, 0.051, 0.192, 0.042, 0.121, 0.200
2018-06-18-23,737229.9583, 0.205, 0.010, 0.177,-0.019, 0.176, 0.169, 0.190, 0.076, 0.174, 0.040, 0.112, 0.217
2018-06-19-00,     737230, 0.227, 0.018, 0.215,-0.034, 0.189, 0.132, 0.208, 0.091, 0.215, 0.038, 0.136, 0.187
2018-06-19-01,737230.0417, 0.254, 0.006, 0.251,-0.028, 0.143, 0.094, 0.238, 0.088, 0.246, 0.055, 0.104, 0.135
2018-06-19-02,737230.0833, 0.275, 0.038, 0.275,-0.016, 0.179, 0.149, 0.248, 0.125, 0.265, 0.074, 0.120, 0.199
2018-06-19-03, 737230.125, 0.290, 0.040, 0.260, 0.009, 0.165, 0.169, 0.261, 0.133, 0.243, 0.093, 0.101, 0.214
2018-06-19-04,737230.1667, 0.315, 0.015, 0.250,-0.013, 0.167, 0.182, 0.293, 0.117, 0.241, 0.069, 0.098, 0.226
2018-06-19-05,737230.2083, 0.331, 0.018, 0.254,-0.013, 0.187, 0.185, 0.307, 0.125, 0.244, 0.071, 0.117, 0.236
2018-06-19-06,  737230.25, 0.334, 0.006, 0.288,-0.055, 0.172, 0.188, 0.314, 0.114, 0.290, 0.042, 0.102, 0.234
2018-06-19-07,737230.2917, 0.321,-0.005, 0.341,-0.089, 0.159, 0.163, 0.305, 0.100, 0.351, 0.026, 0.097, 0.206
2018-06-19-08,737230.3333, 0.303,-0.031, 0.291,-0.137, 0.146, 0.117, 0.297, 0.070, 0.320,-0.034, 0.100, 0.158
2018-06-19-09, 737230.375, 0.249,-0.011, 0.293,-0.068, 0.120, 0.120, 0.239, 0.070, 0.299, 0.031, 0.075, 0.153
2018-06-19-10,737230.4167, 0.217,-0.036, 0.237,-0.120, 0.116, 0.120, 0.217, 0.036, 0.264,-0.036, 0.070, 0.151
2018-06-19-11,737230.4583, 0.175,-0.040, 0.184,-0.116, 0.102, 0.093, 0.179, 0.019, 0.211,-0.050, 0.066, 0.121
2018-06-19-12,   737230.5, 0.153,-0.020, 0.161,-0.051, 0.104, 0.087, 0.151, 0.031, 0.169, 0.004, 0.070, 0.116
2018-06-19-13,737230.5417, 0.116,-0.025, 0.109,-0.096, 0.104, 0.095, 0.118, 0.014, 0.134,-0.055, 0.067, 0.124
2018-06-19-14,737230.5833, 0.095,-0.006, 0.070,-0.031, 0.122, 0.095, 0.092, 0.025, 0.076,-0.007, 0.085, 0.130
2018-06-19-15, 737230.625, 0.083, 0.019, 0.073,-0.007, 0.130, 0.117, 0.072, 0.045, 0.072, 0.017, 0.085, 0.153
2018-06-19-16,737230.6667, 0.067,-0.007, 0.036,-0.052, 0.128, 0.108, 0.066, 0.015, 0.051,-0.038, 0.085, 0.144
2018-06-19-17,737230.7083, 0.044, 0.013, 0.028,-0.050, 0.126, 0.128, 0.038, 0.027, 0.043,-0.038, 0.078, 0.162
2018-06-19-18,  737230.75, 0.058, 0.022, 0.060,-0.019, 0.134, 0.119, 0.048, 0.039, 0.063, 0.001, 0.088, 0.156
2018-06-19-19,737230.7917, 0.031, 0.010, 0.012,-0.062, 0.154, 0.112, 0.026, 0.020, 0.031,-0.055, 0.109, 0.156
2018-06-19-20,737230.8333, 0.060, 0.009, 0.062,-0.036, 0.182, 0.119, 0.054, 0.028, 0.070,-0.014, 0.133, 0.172
2018-06-19-21, 737230.875, 0.035, 0.007,-0.017,-0.031, 0.151, 0.090, 0.031, 0.018,-0.006,-0.035, 0.113, 0.134
2018-06-19-22,737230.9167, 0.044,-0.014, 0.011,-0.042, 0.135, 0.081, 0.046, 0.001, 0.024,-0.036, 0.102, 0.121
2018-06-19-23,737230.9583, 0.023,-0.005, 0.009,-0.011, 0.133, 0.073, 0.024, 0.003, 0.012,-0.007, 0.102, 0.112
2018-06-20-00,     737231, 0.053,-0.004, 0.065,-0.006, 0.124, 0.070, 0.052, 0.013, 0.063, 0.015, 0.094, 0.107
2018-06-20-01,737231.0417, 0.118, 0.005, 0.061, 0.075, 0.107, 0.021, 0.110, 0.043, 0.034, 0.091, 0.095, 0.055
2018-06-20-02,737231.0833, 0.094,-0.003, 0.063, 0.046, 0.109, 0.005, 0.090, 0.027, 0.045, 0.064, 0.101, 0.040
2018-06-20-03, 737231.125, 0.088, 0.001, 0.069, 0.006, 0.089, 0.040, 0.083, 0.029, 0.063, 0.028, 0.071, 0.067
2018-06-20-04,737231.1667, 0.077,-0.006, 0.066,-0.007, 0.078, 0.041, 0.075, 0.020, 0.064, 0.015, 0.061, 0.064
2018-06-20-05,737231.2083, 0.086, 0.006, 0.117, 0.053, 0.063, 0.023, 0.079, 0.034, 0.093, 0.088, 0.052, 0.042
2018-06-20-06,  737231.25, 0.067,-0.001, 0.094, 0.003, 0.057, 0.039, 0.064, 0.021, 0.088, 0.034, 0.041, 0.056
2018-06-20-07,737231.2917, 0.033,-0.003, 0.083,-0.027, 0.060, 0.056, 0.032, 0.008, 0.088, 0.001, 0.039, 0.072
2018-06-20-08,737231.3333, 0.051,-0.034, 0.055,-0.070, 0.050, 0.045, 0.059,-0.015, 0.075,-0.048, 0.033, 0.059
2018-06-20-09, 737231.375, 0.027,-0.038, 0.056,-0.079, 0.028, 0.037, 0.038,-0.027, 0.078,-0.057, 0.015, 0.044
2018-06-20-10,737231.4167,-0.020,-0.047,-0.023,-0.061, 0.019, 0.036,-0.003,-0.051,-0.002,-0.065, 0.006, 0.040
2018-06-20-11,737231.4583,-0.054,-0.047,-0.077,-0.070, 0.013, 0.025,-0.036,-0.062,-0.050,-0.091, 0.004, 0.028
2018-06-20-12,   737231.5,-0.079,-0.047,-0.093,-0.076, 0.017, 0.010,-0.060,-0.070,-0.063,-0.102, 0.013, 0.015
2018-06-20-13,737231.5417,-0.090,-0.039,-0.122,-0.066, 0.015,-0.026,-0.072,-0.066,-0.094,-0.102, 0.022,-0.020
2018-06-20-14,737231.5833,-0.111,-0.031,-0.199,-0.027, 0.024,-0.097,-0.095,-0.066,-0.179,-0.090, 0.054,-0.084
2018-06-20-15, 737231.625,-0.145,-0.033,-0.239, 0.002, 0.021,-0.150,-0.126,-0.078,-0.227,-0.076, 0.069,-0.135
2018-06-20-16,737231.6667,-0.170,-0.028,-0.248, 0.031, 0.001,-0.136,-0.152,-0.082,-0.245,-0.051, 0.045,-0.129
2018-06-20-17,737231.7083,-0.186,-0.025,-0.255, 0.023, 0.004,-0.134,-0.168,-0.084,-0.248,-0.061, 0.047,-0.126
2018-06-20-18,  737231.75,-0.185,-0.017,-0.232, 0.054,-0.013,-0.125,-0.169,-0.076,-0.237,-0.025, 0.028,-0.123
2018-06-20-19,737231.7917,-0.191,-0.004,-0.240, 0.034,-0.040,-0.091,-0.179,-0.065,-0.238,-0.046,-0.008,-0.099
2018-06-20-20,737231.8333,-0.187, 0.006,-0.218, 0.052,-0.053,-0.047,-0.179,-0.055,-0.223,-0.022,-0.035,-0.061
2018-06-20-21, 737231.875,-0.186, 0.005,-0.224, 0.058,-0.042,-0.024,-0.177,-0.056,-0.231,-0.018,-0.032,-0.037
2018-06-20-22,737231.9167,-0.173,-0.001,-0.211, 0.010,-0.016,-0.025,-0.164,-0.057,-0.203,-0.060,-0.007,-0.029
2018-06-20-23,737231.9583,-0.169,-0.009,-0.193,-0.008,-0.022,-0.035,-0.157,-0.064,-0.180,-0.070,-0.009,-0.040
2018-06-21-00,     737232,-0.161,-0.017,-0.183,-0.003,-0.020,-0.026,-0.146,-0.068,-0.172,-0.063,-0.010,-0.031
2018-06-21-01,737232.0417,-0.165,-0.017,-0.193,-0.038,-0.029,-0.015,-0.151,-0.069,-0.170,-0.099,-0.022,-0.023
2018-06-21-02,737232.0833,-0.167,-0.023,-0.184,-0.062,-0.044,-0.002,-0.150,-0.076,-0.154,-0.118,-0.041,-0.016
2018-06-21-03, 737232.125,-0.158,-0.018,-0.186,-0.049,-0.021,-0.020,-0.144,-0.068,-0.159,-0.107,-0.014,-0.026
2018-06-21-04,737232.1667,-0.134,-0.025,-0.206,-0.048,-0.021,-0.084,-0.119,-0.068,-0.179,-0.112, 0.007,-0.086
2018-06-21-05,737232.2083,-0.151,-0.026,-0.182,-0.055,-0.054,-0.012,-0.134,-0.074,-0.154,-0.112,-0.047,-0.028
2018-06-21-06,  737232.25,-0.159,-0.030,-0.201,-0.064,-0.053, 0.021,-0.141,-0.080,-0.169,-0.126,-0.057, 0.002
2018-06-21-07,737232.2917,-0.163,-0.029,-0.231,-0.036,-0.054, 0.025,-0.145,-0.081,-0.206,-0.109,-0.059, 0.006
2018-06-21-08,737232.3333,-0.170,-0.038,-0.200,-0.048,-0.079, 0.011,-0.149,-0.091,-0.173,-0.110,-0.078,-0.015
2018-06-21-09, 737232.375,-0.171,-0.047,-0.197,-0.041,-0.091,-0.001,-0.146,-0.100,-0.173,-0.102,-0.086,-0.030
2018-06-21-10,737232.4167,-0.205,-0.049,-0.212,-0.043,-0.101, 0.026,-0.177,-0.113,-0.187,-0.109,-0.104,-0.008
2018-06-21-11,737232.4583,-0.243,-0.048,-0.241,-0.034,-0.100, 0.010,-0.214,-0.125,-0.217,-0.111,-0.097,-0.023
2018-06-21-12,   737232.5,-0.252,-0.053,-0.250,-0.038,-0.088,-0.014,-0.221,-0.132,-0.224,-0.118,-0.079,-0.042
2018-06-21-13,737232.5417,-0.263,-0.054,-0.236,-0.060,-0.109,-0.002,-0.231,-0.137,-0.204,-0.134,-0.102,-0.037
2018-06-21-14,737232.5833,-0.283,-0.052,-0.243,-0.060,-0.125,-0.001,-0.250,-0.141,-0.211,-0.136,-0.118,-0.042
2018-06-21-15, 737232.625,-0.308,-0.035,-0.274,-0.060,-0.137,-0.004,-0.280,-0.134,-0.239,-0.146,-0.129,-0.049
